0,商品ID,书籍名称,书籍链接,价格,好评度,评论数,出版社,店家链接
508,11920483,"《乐高机器人EV3程序设计艺术》([美]Terry,Griffin)【摘要 书评 试读】- 京东图书",//item.jd.com/11920483.html,70.3,99,7200,人民邮电出版社,//ptpressjd.jd.com
509,11921013,《R绘图系统 第2版》([新西兰]Paul Murrell)【摘要 书评 试读】- 京东图书,//item.jd.com/11921013.html,62.3,99,400,人民邮电出版社,//ptpressjd.jd.com
510,11927051,《Visual Studio 2015高级编程 第6版/NET开发经典名著》([美]Bruce Johnson)【摘要 书评 试读】- 京东图书,//item.jd.com/11927051.html,122.7,98,700,清华大学出版社,//mall.jd.com/index-1000004111.html
511,11929832,《Java并发编程：核心方法与框架》(高洪岩)【摘要 书评 试读】- 京东图书,//item.jd.com/11929832.html,74.4,97,600,机械工业出版社,//cmpbook.jd.com
512,11931337,《自制编译器》([日]青木峰郎)【摘要 书评 试读】- 京东图书,//item.jd.com/11931337.html,84.2,97,3200,人民邮电出版社,//ptpressjd.jd.com
513,11932156,"《Kali Linux高级渗透测试》([加]罗伯特 W.贝格斯（Robert,W.,Beggs）)【摘要 书评 试读】- 京东图书",//item.jd.com/11932156.html,46.4,98,400,机械工业出版社,//cmpbook.jd.com
514,11932807,《Scratch 2.0动画游戏与创意设计教程》(王丽君)【摘要 书评 试读】- 京东图书,//item.jd.com/11932807.html,61.3,98,500,清华大学出版社,//mall.jd.com/index-1000004111.html
515,11935272,《自己动手写Java虚拟机》(张秀宏)【摘要 书评 试读】- 京东图书,//item.jd.com/11935272.html,64.9,98,87000,机械工业出版社,//cmpbook.jd.com
516,11935413,《Visual Basic 2015入门经典（第8版）/NET开发经典名著》([美]Bryan Newsome)【摘要 书评 试读】- 京东图书,//item.jd.com/11935413.html,70.9,98,400,清华大学出版社,//mall.jd.com/index-1000004111.html
517,11936069,《SEO深度解析：全面挖掘搜索引擎优化的核心秘密（第2版）》(痞子瑞)【摘要 书评 试读】- 京东图书,//item.jd.com/11936069.html,78,96,6800,电子工业出版社,//phei1982.jd.com
518,11936238,《Python核心编程（第3版） 》([美]Wesley Chun)【摘要 书评 试读】- 京东图书,//item.jd.com/11936238.html,78.2,99,110000,人民邮电出版社,//ptpressjd.jd.com
519,11936314,"《HTML5与WebGL编程》([美]帕里西（Tony,Parisi）)【摘要 书评 试读】- 京东图书",//item.jd.com/11936314.html,67.2,97,300,人民邮电出版社,//ptpressjd.jd.com
520,11937100,《深入浅出DPDK》(朱河清，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11937100.html,64.9,98,600,机械工业出版社,//cmpbook.jd.com
521,11937122,《机器学习与R语言实战》(丘祐玮)【摘要 书评 试读】- 京东图书,//item.jd.com/11937122.html,64.9,99,200,机械工业出版社,//cmpbook.jd.com
522,11937362,《JSON必知必会》([美] 巴塞特（Lindsay Bassett）)【摘要 书评 试读】- 京东图书,//item.jd.com/11937362.html,29.8,98,500,人民邮电出版社,//ptpressjd.jd.com
523,11937366,《绝密原型档案 看看专业产品经理的原型是什么样》(Gara)【摘要 书评 试读】- 京东图书,//item.jd.com/11937366.html,58,98,14000,人民邮电出版社,//ptpressjd.jd.com
524,11939734,《R语言实战 第2版 》([美]卡巴科弗（Robert I. Kabacoff）)【摘要 书评 试读】- 京东图书,//item.jd.com/11939734.html,84.2,99,9600,人民邮电出版社,//ptpressjd.jd.com
525,11940558,《SpringBoot揭秘：快速构建微服务体系》(王福强)【摘要 书评 试读】- 京东图书,//item.jd.com/11940558.html,55.5,97,10000,机械工业出版社,//cmpbook.jd.com
526,11941060,《UG NX 10.0中文版从入门到精通（配光盘）》(CAD/CAM/CAE技术联盟)【摘要 书评 试读】- 京东图书,//item.jd.com/11941060.html,62,97,12000,清华大学出版社,//mall.jd.com/index-1000004111.html
527,11942017,"《React Native开发指南》([美]艾森曼（Bonnie,Eisenman）)【摘要 书评 试读】- 京东图书",//item.jd.com/11942017.html,50.2,98,600,人民邮电出版社,//ptpressjd.jd.com
528,11943853,《Python编程快速上手 让繁琐工作自动化》([美]Al Sweigart（斯维加特）)【摘要 书评 试读】- 京东图书,//item.jd.com/11943853.html,54.5,99,110000,人民邮电出版社,//ptpressjd.jd.com
529,11944267,"《Go语言学习笔记》(电子工业出版社	雨痕　)【摘要 书评 试读】- 京东图书",//item.jd.com/11944267.html,70.3,99,1300,电子工业出版社,//phei1982.jd.com
530,11944458,《企业级Java EE架构设计精深实践》(罗果)【摘要 书评 试读】- 京东图书,//item.jd.com/11944458.html,79.8,94,6900,清华大学出版社,//mall.jd.com/index-1000004111.html
531,11944662,《Cocos2d JS游戏开发》(凌建风)【摘要 书评 试读】- 京东图书,//item.jd.com/11944662.html,58.7,100,100,人民邮电出版社,//ptpressjd.jd.com
532,11948360,《自然语言处理原理与技术实现》(罗刚)【摘要 书评 试读】- 京东图书,//item.jd.com/11948360.html,62.3,98,8400,电子工业出版社,//phei1982.jd.com
533,11948364,"《Java核心技术 卷I 基础知识 第10版 英文版 上下册》([美]凯·S.霍斯特曼（Cay,S.,Horstmann）)【摘要 书评 试读】- 京东图书",//item.jd.com/11948364.html,86.1,98,600,人民邮电出版社,//ptpressjd.jd.com
534,11948789,《Web前端开发HTML5+CSS3+jQuery+AJAX从学到用完美实践》(阮晓龙，耿方方，许成刚)【摘要 书评 试读】- 京东图书,//item.jd.com/11948789.html,70.4,98,400,中国水利水电出版社,//mall.jd.com/index-1000015165.html
535,11948817,《像计算机科学家一样思考Python 第2版》([美]艾伦·B.唐尼（Allen B.Downey）)【摘要 书评 试读】- 京东图书,//item.jd.com/11948817.html,41.2,99,1100,人民邮电出版社,//ptpressjd.jd.com
536,11948847,"《C#敏捷开发实践》([英]加里·麦克莱恩·霍尔（Gary,McLean,Hall）)【摘要 书评 试读】- 京东图书",//item.jd.com/11948847.html,58.7,99,100,人民邮电出版社,//ptpressjd.jd.com
537,11950932,《R语言实战――机器学习与数据分析》(左飞)【摘要 书评 试读】- 京东图书,//item.jd.com/11950932.html,62.3,98,8400,电子工业出版社,//phei1982.jd.com
538,11953925,《C++11/14高级编程：Boost程序库探秘（第3版）》(罗剑锋)【摘要 书评 试读】- 京东图书,//item.jd.com/11953925.html,63.2,98,300,清华大学出版社,//mall.jd.com/index-1000004111.html
539,11954623,《认知设计：提升学习体验的艺术（原书第2版）》([美]朱莉·德克森（Julie Dirksen）)【摘要 书评 试读】- 京东图书,//item.jd.com/11954623.html,74.4,99,400,机械工业出版社,//cmpbook.jd.com
540,11957269,《多元时间序列分析及金融应用：R语言》([美]蔡瑞胸（RueyS.Tsay）)【摘要 书评 试读】- 京东图书,//item.jd.com/11957269.html,62.3,98,200,机械工业出版社,//cmpbook.jd.com
541,11961241,《深入浅出MyBatis技术原理与实战》(杨开振)【摘要 书评 试读】- 京东图书,//item.jd.com/11961241.html,54.2,98,3000,电子工业出版社,//phei1982.jd.com
542,11962690,"《Unity 5实战 使用C#和Unity开发多平台游戏》([美]Joseph,Hocking)【摘要 书评 试读】- 京东图书",//item.jd.com/11962690.html,47.8,97,800,清华大学出版社,//mall.jd.com/index-1000004111.html
543,11964115,《Java经典实例（第三版）》([美]Ian F.Darwin（达尔文）)【摘要 书评 试读】- 京东图书,//item.jd.com/11964115.html,111,98,400,中国电力出版社,//mall.jd.com/index-1000005549.html
544,11964912,《机器人学、机器视觉与控制――MATLAB算法基础》(（澳） Peter Corke （彼得 科克）)【摘要 书评 试读】- 京东图书,//item.jd.com/11964912.html,87.9,98,700,电子工业出版社,//phei1982.jd.com
545,11965000,《Java常用算法手册（第3版）（附光盘）》(宋娟)【摘要 书评 试读】- 京东图书,//item.jd.com/11965000.html,45.7,98,9900,中国铁道出版社,//mall.jd.com/index-1000005517.html
546,11965338,《分布式实时处理系统：原理、架构与实现》(卢誉声)【摘要 书评 试读】- 京东图书,//item.jd.com/11965338.html,93.2,98,500,机械工业出版社,//cmpbook.jd.com
547,11967520,《OpenCV 3计算机视觉：Python语言实现（原书第2版）》([爱尔兰]乔·米尼奇诺(JoeMinichino))【摘要 书评 试读】- 京东图书,//item.jd.com/11967520.html,46.1,98,1900,机械工业出版社,//cmpbook.jd.com
548,11967546,《Visual C#从入门到精通 第8版》【摘要 书评 试读】- 京东图书,//item.jd.com/11967546.html,103.2,98,400,清华大学出版社,//mall.jd.com/index-1000004111.html
549,11967626,《Swift语言实战晋级（第2版）》(老镇)【摘要 书评 试读】- 京东图书,//item.jd.com/11967626.html,66.2,95,400,人民邮电出版社,//ptpressjd.jd.com
550,11968769,《数据结构与算法分析：C++语言描述（第四版）》([美]Mark Allen Weiss（M.A.韦斯）)【摘要 书评 试读】- 京东图书,//item.jd.com/11968769.html,84.5,98,100,电子工业出版社,//phei1982.jd.com
551,11969190,"《R语言入门与实践》([美],格罗勒芒德（Garrett,Grolemund）)【摘要 书评 试读】- 京东图书",//item.jd.com/11969190.html,50.2,99,300,人民邮电出版社,//ptpressjd.jd.com
552,11969202,《爱上Raspberry Pi 第2版 树莓派编程快速入门手册》([美]Matt Richardson，Shawn Wallace)【摘要 书评 试读】- 京东图书,//item.jd.com/11969202.html,41.2,97,400,人民邮电出版社,//ptpressjd.jd.com
553,11969881,"《Spring Boot实战》([美]克雷格·沃斯（Craig,Walls）)【摘要 书评 试读】- 京东图书",//item.jd.com/11969881.html,50.2,98,25000,人民邮电出版社,//ptpressjd.jd.com
554,11970404,《高级R语言编程指南》([美]哈德利·威克汉姆（Hadley Wickham）)【摘要 书评 试读】- 京东图书,//item.jd.com/11970404.html,62.4,99,100,机械工业出版社,//cmpbook.jd.com
555,11972824,《数据结构与算法经典问题解析：Java语言描述(原书第2版）》([印度]纳拉西姆哈·卡鲁曼希（Narasimha Karumanchi）)【摘要 书评 试读】- 京东图书,//item.jd.com/11972824.html,62.4,98,900,机械工业出版社,//cmpbook.jd.com
556,11972978,《响应式架构：消息模式Actor实现与Scala、Akka应用集成》(（美）Vaughn Vernon（沃恩 弗农）)【摘要 书评 试读】- 京东图书,//item.jd.com/11972978.html,78.2,98,400,电子工业出版社,//phei1982.jd.com
557,11973535,《C#6.0学习笔记——从第一行C#代码到第一个项目设计（全程视频课堂）（附光盘）/微软技术开发者丛书》(周家安)【摘要 书评 试读】- 京东图书,//item.jd.com/11973535.html,79.2,98,400,清华大学出版社,//mall.jd.com/index-1000004111.html
558,11973579,《SRE：Google运维解密》([美]Betsy Beyer（贝特西·拜尔），Chris Jones，Jennifer Petoff，Niall Murphy，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11973579.html,85.3,97,7900,电子工业出版社,//phei1982.jd.com
559,11974037,《Erlang趣学指南》([加]弗莱德·赫伯特（Fred Hébert）)【摘要 书评 试读】- 京东图书,//item.jd.com/11974037.html,62.3,98,500,人民邮电出版社,//ptpressjd.jd.com
560,11974446,《完全学会Git GitHub Git Server的24堂课》(孙宏明)【摘要 书评 试读】- 京东图书,//item.jd.com/11974446.html,43.6,99,300,清华大学出版社,//mall.jd.com/index-1000004111.html
561,11976533,《精通Swift设计模式》([美]亚当·弗里曼（Adam Freeman）)【摘要 书评 试读】- 京东图书,//item.jd.com/11976533.html,75.7,100,100,人民邮电出版社,//ptpressjd.jd.com
562,11976563,《Python网络编程（第3版）》([美]布兰登·罗德（Brandon Rhodes）)【摘要 书评 试读】- 京东图书,//item.jd.com/11976563.html,67.2,99,700,人民邮电出版社,//ptpressjd.jd.com
563,11976632,《R语言与数据挖掘》(张良均，谢佳标，杨坦，肖刚)【摘要 书评 试读】- 京东图书,//item.jd.com/11976632.html,46.6,99,12000,机械工业出版社,//cmpbook.jd.com
564,11977659,《代码整洁之道 程序员的职业素养》([美]罗伯特·C.马丁（Robert C.Martin）)【摘要 书评 试读】- 京东图书,//item.jd.com/11977659.html,38.7,98,39000,人民邮电出版社,//ptpressjd.jd.com
565,11978100,《无线通信中的射频收发系统设计/清华开发者书库》(Qizheng Gu)【摘要 书评 试读】- 京东图书,//item.jd.com/11978100.html,53.1,98,500,清华大学出版社,//mall.jd.com/index-1000004111.html
566,11979181,《MATLAB程序设计基础与应用》(刘帅奇，李会雅，赵杰)【摘要 书评 试读】- 京东图书,//item.jd.com/11979181.html,39.8,97,6300,清华大学出版社,//mall.jd.com/index-1000004111.html
567,11979990,《Android APP开发入门：使用Android Studio环境》(施威铭)【摘要 书评 试读】- 京东图书,//item.jd.com/11979990.html,70.3,98,1000,机械工业出版社,//cmpbook.jd.com
568,11980650,《算法笔记》(刁瑞，谢妍)【摘要 书评 试读】- 京东图书,//item.jd.com/11980650.html,45.2,99,13000,电子工业出版社,//phei1982.jd.com
569,11982572,《Python数据挖掘入门与实践》([澳]Robert Layton)【摘要 书评 试读】- 京东图书,//item.jd.com/11982572.html,50.2,98,600,人民邮电出版社,//ptpressjd.jd.com
570,11983163,《Hibernate实战（第2版）》([德]Christian Bauer，[澳]Gavin King)【摘要 书评 试读】- 京东图书,//item.jd.com/11983163.html,70.4,98,800,清华大学出版社,//mall.jd.com/index-1000004111.html
571,11983939,《挑战程序设计竞赛2 算法和数据结构》([日]渡部有隆)【摘要 书评 试读】- 京东图书,//item.jd.com/11983939.html,67.2,98,2600,人民邮电出版社,//ptpressjd.jd.com
572,11985075,《Java从入门到精通（第4版 附光盘）》(明日科技)【摘要 书评 试读】- 京东图书,//item.jd.com/11985075.html,54.9,97,41000,清华大学出版社,//mall.jd.com/index-1000004111.html
573,11986384,《C++程序设计语言（第1-3部分）（原书第4版）》([美]本贾尼·斯特劳斯特鲁普)【摘要 书评 试读】- 京东图书,//item.jd.com/11986384.html,107.6,98,1800,机械工业出版社,//cmpbook.jd.com
574,11986497,《CCF中学生计算机程序设计 入门篇》(中国计算机学会)【摘要 书评 试读】- 京东图书,//item.jd.com/11986497.html,38,99,2300,科学出版社,//mall.jd.com/index-1000005740.html
575,11986531,《CCF中学生计算机程序设计 基础篇》(中国计算机学会)【摘要 书评 试读】- 京东图书,//item.jd.com/11986531.html,36,99,2300,科学出版社,//mall.jd.com/index-1000005740.html
576,11987276,《我的第一本编程书》([日]平山尚)【摘要 书评 试读】- 京东图书,//item.jd.com/11987276.html,67.2,99,200,人民邮电出版社,//ptpressjd.jd.com
577,11987905,《C语言程序设计（第3版）/应用型教材系列》(谭浩强)【摘要 书评 试读】- 京东图书,//item.jd.com/11987905.html,38.1,100,200,清华大学出版社,//mall.jd.com/index-1000004111.html
578,11988309,《MATLAB　N个实用技巧：MATLAB中文论坛精华总结（第2版）》(刘焕进，李鹏，王辉，王海洋)【摘要 书评 试读】- 京东图书,//item.jd.com/11988309.html,43.5,98,8900,北京航空航天大学出版社,//mall.jd.com/index-1000005516.html
579,11990731,《支付宝体验设计精髓》(支付宝AUX团队)【摘要 书评 试读】- 京东图书,//item.jd.com/11990731.html,74.4,99,300,机械工业出版社,//cmpbook.jd.com
580,11992175,《Meteor全栈开发》(杜亦舒)【摘要 书评 试读】- 京东图书,//item.jd.com/11992175.html,61.3,97,4600,电子工业出版社,//phei1982.jd.com
581,11992639,《R语言预测实战》(游皓麟)【摘要 书评 试读】- 京东图书,//item.jd.com/11992639.html,62.4,98,1000,电子工业出版社,//phei1982.jd.com
582,11992920,《软件保护及分析技术 原理与实践》(章立春)【摘要 书评 试读】- 京东图书,//item.jd.com/11992920.html,62.3,97,11000,电子工业出版社,//phei1982.jd.com
583,11993078,"《精通Python设计模式》([荷]萨基斯·卡萨姆帕里斯（Sakis,Kasampalis）)【摘要 书评 试读】- 京东图书",//item.jd.com/11993078.html,38.3,98,400,人民邮电出版社,//ptpressjd.jd.com
584,11993134,"《Python编程 从入门到实践 》([美]埃里克·马瑟斯（Eric,Matthes）)【摘要 书评 试读】- 京东图书",//item.jd.com/11993134.html,75.7,99,110000,人民邮电出版社,//ptpressjd.jd.com
585,11995765,《实战ES2015：深入现代JavaScript 应用开发》(小问)【摘要 书评 试读】- 京东图书,//item.jd.com/11995765.html,64.5,97,4600,电子工业出版社,//phei1982.jd.com
586,11996027,《决胜UX 互联网产品用户体验策略》([美]杰米·利维（Jaime Levy）)【摘要 书评 试读】- 京东图书,//item.jd.com/11996027.html,50.2,99,100,人民邮电出版社,//ptpressjd.jd.com
587,11996409,《Python高效开发实战：Django、Tornado、Flask、Twisted》(刘长龙)【摘要 书评 试读】- 京东图书,//item.jd.com/11996409.html,69,98,2500,电子工业出版社,//phei1982.jd.com
588,11996503,《精通VMware vSphere 6》([美]Nick Marshall（马歇尔），Grant Orchard（欧查德），Josh Atwell（特威尔）)【摘要 书评 试读】- 京东图书,//item.jd.com/11996503.html,93,99,400,人民邮电出版社,//ptpressjd.jd.com
589,11999308,《计算机程序设计艺术 卷2 半数值算法（第3版）》([美]高德纳（Donald E.Knuth）)【摘要 书评 试读】- 京东图书,//item.jd.com/11999308.html,168.3,98,3100,人民邮电出版社,//ptpressjd.jd.com
590,12000164,《Java RESTful Web Service实战（第2版）》(韩陆)【摘要 书评 试读】- 京东图书,//item.jd.com/12000164.html,55.5,97,2300,机械工业出版社,//cmpbook.jd.com
591,12000166,《后台开发：核心技术与应用实践》(徐晓鑫)【摘要 书评 试读】- 京东图书,//item.jd.com/12000166.html,74.4,95,500,机械工业出版社,//cmpbook.jd.com
592,12001593,《Learning TypeScript（中文版）》([西班牙]Remo H.Jansen（雷莫 H.詹森）)【摘要 书评 试读】- 京东图书,//item.jd.com/12001593.html,70.2,99,600,电子工业出版社,//phei1982.jd.com
593,12004298,"《树莓派Python编程入门与实战（第2版）》([美]Richard,Blum,勃鲁姆,Christine,Bresnahan,布莱斯纳罕)【摘要 书评 试读】- 京东图书",//item.jd.com/12004298.html,54.5,99,200,人民邮电出版社,//ptpressjd.jd.com
594,12004711,《Python零基础入门学习-水木书荟》(李佳宇)【摘要 书评 试读】- 京东图书,//item.jd.com/12004711.html,39.1,99,74000,清华大学出版社,//mall.jd.com/index-1000004111.html
595,12004876,《自己动手构造编译系统：编译、汇编与链接》(范志东，张琼声)【摘要 书评 试读】- 京东图书,//item.jd.com/12004876.html,64.9,99,400,机械工业出版社,//cmpbook.jd.com
596,12005782,《C#入门经典（第7版）》( [美]Karli Watson，Jacob Vibe Hammer，Jon D Reid，等)【摘要 书评 试读】- 京东图书,//item.jd.com/12005782.html,87.1,97,7200,清华大学出版社,//mall.jd.com/index-1000004111.html
597,12006683,《Java程序员面试笔试真题库》(猿媛之家)【摘要 书评 试读】- 京东图书,//item.jd.com/12006683.html,43.1,97,5600,机械工业出版社,//cmpbook.jd.com
598,12007317,《区块链技术指南》(邹均，张海宁，唐屹，李磊)【摘要 书评 试读】- 京东图书,//item.jd.com/12007317.html,64.9,99,21000,机械工业出版社,//cmpbook.jd.com
599,12007411,《ASP.NET 入门经典(第9版) 基于Visual Studio 2015/NET开发经典名著》([美]William Penberthy)【摘要 书评 试读】- 京东图书,//item.jd.com/12007411.html,87.1,97,300,清华大学出版社,//mall.jd.com/index-1000004111.html
600,12010270,《垃圾回收的算法与实现》([日]中村成洋，相川光)【摘要 书评 试读】- 京东图书,//item.jd.com/12010270.html,84.2,99,800,人民邮电出版社,//ptpressjd.jd.com
601,12010463,《React与Redux开发实例精解》(刘一奇)【摘要 书评 试读】- 京东图书,//item.jd.com/12010463.html,46.4,97,4600,电子工业出版社,//phei1982.jd.com
602,12012033,《MATLAB数字信号处理85个实用案例精讲：入门到进阶》(宋知用)【摘要 书评 试读】- 京东图书,//item.jd.com/12012033.html,47.2,98,4000,北京航空航天大学出版社,//mall.jd.com/index-1000005516.html
603,12012431,《Python与数据挖掘》(张良均，杨海宏，何子健，杨征，等)【摘要 书评 试读】- 京东图书,//item.jd.com/12012431.html,38.1,99,12000,机械工业出版社,//cmpbook.jd.com
604,12012505,《第一行代码 Android 第2版 》(郭霖)【摘要 书评 试读】- 京东图书,//item.jd.com/12012505.html,67.2,98,23000,人民邮电出版社,//ptpressjd.jd.com
605,12015250,《Oracle Database 12c DBA官方手册（第8版）》([美]Bob Bryla（OCP）)【摘要 书评 试读】- 京东图书,//item.jd.com/12015250.html,71.8,99,300,清华大学出版社,//mall.jd.com/index-1000004111.html
606,12015411,《SPA设计与架构：理解单页面Web应用》([美]Emmit A.Scott（埃米顿.A.斯科特）)【摘要 书评 试读】- 京东图书,//item.jd.com/12015411.html,64.5,98,200,电子工业出版社,//phei1982.jd.com
607,12015655,《循序渐进学Docker》(李金榜，尹烨，刘天斯，陈纯)【摘要 书评 试读】- 京东图书,//item.jd.com/12015655.html,55.5,98,8400,机械工业出版社,//cmpbook.jd.com
608,12015701,《Unity 3D网络游戏实战》(罗培羽)【摘要 书评 试读】- 京东图书,//item.jd.com/12015701.html,74.4,98,800,机械工业出版社,//cmpbook.jd.com
609,12019365,《图解设计模式》([日]结城浩)【摘要 书评 试读】- 京东图书,//item.jd.com/12019365.html,67.2,98,1300,人民邮电出版社,//ptpressjd.jd.com
610,12019375,《Python项目开发实战（第2版）》([日]BePROUD股份有限公司)【摘要 书评 试读】- 京东图书,//item.jd.com/12019375.html,67.2,99,300,人民邮电出版社,//ptpressjd.jd.com
611,12020697,《Python机器学习 预测分析核心算法》([美]Michael Bowles（鲍尔斯）)【摘要 书评 试读】- 京东图书,//item.jd.com/12020697.html,58,99,9000,人民邮电出版社,//ptpressjd.jd.com
612,12021785,《Java面向对象编程（第2版）》(孙卫琴)【摘要 书评 试读】- 京东图书,//item.jd.com/12021785.html,70.1,100,300,电子工业-艺术摄影,//mall.jd.com/index-1000077369.html
613,12021791,《图解Spark：核心技术与案例实战》(郭景瞻)【摘要 书评 试读】- 京东图书,//item.jd.com/12021791.html,78,98,8400,电子工业出版社,//phei1982.jd.com
614,12023485,"《Git学习指南》(德,René,Prei·el,普莱贝尔,Bj·rn,Stachmann,斯拉赫曼)【摘要 书评 试读】- 京东图书",//item.jd.com/12023485.html,41.2,99,1000,人民邮电出版社,//ptpressjd.jd.com
615,12026386,《WebRTC权威指南（原书第3版）》([美]艾伦B.约翰斯顿)【摘要 书评 试读】- 京东图书,//item.jd.com/12026386.html,46.6,97,400,机械工业出版社,//cmpbook.jd.com
616,12026904,《Scala开发快速入门》(周志湖，牛亚真)【摘要 书评 试读】- 京东图书,//item.jd.com/12026904.html,52.4,97,100,清华大学出版社,//mall.jd.com/index-1000004111.html
617,12027521,《揭秘Angular 2》(广发证券互联网金融技术团队)【摘要 书评 试读】- 京东图书,//item.jd.com/12027521.html,78,98,900,电子工业出版社,//phei1982.jd.com
618,12027532,"《Python数据分析实战》([意]内利（Fabio,Nelli）)【摘要 书评 试读】- 京东图书",//item.jd.com/12027532.html,50.2,98,400,人民邮电出版社,//ptpressjd.jd.com
619,12028224,《Vue.js权威指南》(张耀春，黄轶，王静，苏伟)【摘要 书评 试读】- 京东图书,//item.jd.com/12028224.html,78.2,97,4600,电子工业出版社,//phei1982.jd.com
620,12028953,《量化投资：以Python为工具》(蔡立耑)【摘要 书评 试读】- 京东图书,//item.jd.com/12028953.html,78.2,98,8600,电子工业出版社,//phei1982.jd.com
621,12029176,《函数式Swift》([德]Chris Eidhof（克里斯·安道夫），Florian Kugler，Wouter Swierstra)【摘要 书评 试读】- 京东图书,//item.jd.com/12029176.html,53.1,98,900,电子工业出版社,//phei1982.jd.com
622,12030526,《OpenCV实例精解》([美]普拉蒂克·乔希，[西班牙]大卫·米兰·埃斯克里瓦，[巴西]维尼修斯·戈多伊)【摘要 书评 试读】- 京东图书,//item.jd.com/12030526.html,55.5,96,200,机械工业出版社,//cmpbook.jd.com
623,12030814,"《你不知道的JavaScript 中卷》([美]辛普森（Kyle,Simpson）)【摘要 书评 试读】- 京东图书",//item.jd.com/12030814.html,67.2,98,58000,人民邮电出版社,//ptpressjd.jd.com
624,12031484,"《Head First C#（第三版 中文版）》([美]安德鲁·施特尔曼（Andrew,Stellman），[美]詹尼弗·格林)【摘要 书评 试读】- 京东图书",//item.jd.com/12031484.html,111,98,1100,中国电力出版社,//mall.jd.com/index-1000005549.html
625,12031871,《小程序，巧应用：微信小程序开发实战》(熊普江，谢宇华)【摘要 书评 试读】- 京东图书,//item.jd.com/12031871.html,55.5,98,8700,机械工业出版社,//cmpbook.jd.com
626,12033222,《Python Qt GUI快速编程：PyQt编程指南》([英]Mark Summerfield（马克·萨默菲尔德）)【摘要 书评 试读】- 京东图书,//item.jd.com/12033222.html,62,97,800,电子工业出版社,//phei1982.jd.com
627,12034136,《C++程序设计语言（第4部分：标准库）（原书第4版）》([美]本贾尼·斯特劳斯特鲁普 （Bjarne Stroustrup）)【摘要 书评 试读】- 京东图书,//item.jd.com/12034136.html,69.1,98,1800,机械工业出版社,//cmpbook.jd.com
628,12034581,《VSTO开发入门教程》(刘永富)【摘要 书评 试读】- 京东图书,//item.jd.com/12034581.html,36,98,100,清华大学出版社,//mall.jd.com/index-1000004111.html
629,12035114,《Unity 3D脚本编程：使用C#语言开发跨平台游戏》(陈嘉栋)【摘要 书评 试读】- 京东图书,//item.jd.com/12035114.html,62.4,99,1200,电子工业出版社,//phei1982.jd.com
630,12037347,"《Scratch 2.0趣味编程指南》([美]Jerry,Lee,Ford,Jr,李福特)【摘要 书评 试读】- 京东图书",//item.jd.com/12037347.html,46.6,99,12000,人民邮电出版社,//ptpressjd.jd.com
631,12037418,《Java核心技术 卷I：基础知识（原书第10版） 》([美]凯 S.霍斯特曼（Cay S.Horstmann）)【摘要 书评 试读】- 京东图书,//item.jd.com/12037418.html,95.2,98,40000,机械工业出版社,//cmpbook.jd.com
632,12037643,《Java程序员面试笔试真题与解析》(猿媛之家)【摘要 书评 试读】- 京东图书,//item.jd.com/12037643.html,45.8,97,5600,机械工业出版社,//cmpbook.jd.com
633,12037941,《海盗派测试分析 MFQ&PPDCS》(邰晓梅)【摘要 书评 试读】- 京东图书,//item.jd.com/12037941.html,74.8,99,200,人民邮电出版社,//ptpressjd.jd.com
634,12039484,《GPU编程与优化 大众高性能计算》(方民权，张卫民，方建滨，周海芳，高畅)【摘要 书评 试读】- 京东图书,//item.jd.com/12039484.html,47.2,98,300,清华大学出版社,//mall.jd.com/index-1000004111.html
635,12040121,《C++ STL标准程序库开发指南（第2版）》(闫常友，王敏)【摘要 书评 试读】- 京东图书,//item.jd.com/12040121.html,69.1,99,300,中国铁道出版社,//mall.jd.com/index-1000005517.html
636,12040511,《Python可以这样学》(董付国)【摘要 书评 试读】- 京东图书,//item.jd.com/12040511.html,55.2,98,500,清华大学出版社,//mall.jd.com/index-1000004111.html
637,12041621,《图解性能优化》(小田圭二，榑松谷仁，平山毅，冈田宪昌)【摘要 书评 试读】- 京东图书,//item.jd.com/12041621.html,50.2,99,300,人民邮电出版社,//ptpressjd.jd.com
638,12041625,《微信公众平台开发实例教程》(孟祥磊)【摘要 书评 试读】- 京东图书,//item.jd.com/12041625.html,31.4,99,2600,人民邮电出版社,//ptpressjd.jd.com
639,12042381,《从零开始学微信小程序开发》(高洪涛)【摘要 书评 试读】- 京东图书,//item.jd.com/12042381.html,46.6,97,2300,电子工业出版社,//phei1982.jd.com
640,12043317,《小程序时代》(刘向南)【摘要 书评 试读】- 京东图书,//item.jd.com/12043317.html,34.6,98,1600,清华大学出版社,//mall.jd.com/index-1000004111.html
641,12044568,《零起点快速入门：C语言从入门到精通 基础进阶学习（随书网址赠素材学习资料）》(未来教育教学与研究中心)【摘要 书评 试读】- 京东图书,//item.jd.com/12044568.html,33,98,2400,未来教育,//mall.jd.com/index-1000092639.html
642,12045191,《Java基础入门》(传智播客高教产品研发部)【摘要 书评 试读】- 京东图书,//item.jd.com/12045191.html,32.7,97,41000,清华大学出版社,//mall.jd.com/index-1000004111.html
643,12045396,《实战需求分析》(杨长春)【摘要 书评 试读】- 京东图书,//item.jd.com/12045396.html,33.2,99,200,清华大学出版社,//mall.jd.com/index-1000004111.html
